date,product_id,location_id,temperature_c,feels_like_c,humidity_pct,rainfall_mm,snowfall_cm,wind_speed_kmh,uv_index,cloud_cover_pct,pressure_hpa,visibility_km,heatwave_flag,coldwave_flag,monsoon_flag,heavy_rain_flag,snowfall_flag,extreme_weather_flag,temperature_deviation,rainfall_deviation,weather_severity_index,weather_demand_multiplier,weather_supply_risk_score,climate_anomaly_score,weather_confidence_score,weather_adjusted_demand,regional_adjusted_demand,weather_adjusted_safety_stock,weather_adjusted_reorder_point,demand_volatility_score,supply_disruption_risk,stockout_weather_risk,inventory_weather_pressure,regional_inventory_risk,is_festival_day,days_to_next_festival,days_since_last_festival,festival_proximity_score,is_shopping_season,daily_demand_pre_festival_adjustment,season,day_of_week,week_of_year,forecast_demand_next_7_days,forecast_demand_next_14_days,forecast_demand_next_30_days
2023-01-05,1,1,17.8,15.2,58.0,0.0,0.0,12.3,4.2,25.0,1013.2,15.0,0,0,0,0,0,0,2.1,0.0,0.12,1.05,0.10,0.08,0.92,42.0,40.5,12.6,19.0,0.15,0.10,0.08,0.12,0.11,0,15.0,20.0,0.20,0,38.0,Winter,3,1,294.0,588.0,1260.0
2023-01-05,2,1,17.8,15.2,58.0,0.0,0.0,12.3,4.2,25.0,1013.2,15.0,0,0,0,0,0,0,2.1,0.0,0.12,1.05,0.10,0.08,0.92,18.0,17.2,5.4,8.0,0.12,0.08,0.06,0.09,0.08,0,15.0,20.0,0.20,0,16.0,Winter,3,1,126.0,252.0,540.0
2023-01-05,3,2,22.5,24.1,72.0,5.2,0.0,8.0,6.5,60.0,1008.5,10.0,0,0,0,0,0,0,-0.5,1.2,0.25,1.10,0.22,0.15,0.88,55.0,52.3,16.5,24.2,0.22,0.20,0.18,0.21,0.19,0,8.0,12.0,0.35,1,48.0,Winter,3,1,385.0,770.0,1650.0
2023-03-14,1,3,28.3,31.5,85.0,18.7,0.0,22.1,8.0,85.0,1002.1,5.0,0,0,1,1,0,0,5.2,10.5,0.72,1.35,0.65,0.55,0.75,81.0,78.0,24.3,35.7,0.55,0.62,0.58,0.65,0.60,1,3.0,45.0,0.75,1,60.0,Spring,1,11,567.0,1134.0,2430.0
2023-03-14,4,3,28.3,31.5,85.0,18.7,0.0,22.1,8.0,85.0,1002.1,5.0,0,0,1,1,0,0,5.2,10.5,0.72,1.35,0.65,0.55,0.75,108.0,103.5,32.4,47.5,0.58,0.65,0.62,0.68,0.63,1,3.0,45.0,0.75,1,80.0,Spring,1,11,756.0,1512.0,3240.0
2023-06-21,5,4,38.5,42.0,35.0,0.0,0.0,15.0,11.0,5.0,1000.8,20.0,1,0,0,0,0,1,12.3,0.0,0.88,0.82,0.75,0.70,0.65,31.0,29.8,9.3,13.7,0.70,0.72,0.68,0.75,0.70,0,25.0,10.0,0.15,0,38.0,Summer,2,25,217.0,434.0,930.0
2023-06-21,6,4,38.5,42.0,35.0,0.0,0.0,15.0,11.0,5.0,1000.8,20.0,1,0,0,0,0,1,12.3,0.0,0.88,0.82,0.75,0.70,0.65,49.0,47.1,14.7,21.6,0.72,0.75,0.70,0.78,0.73,0,25.0,10.0,0.15,0,60.0,Summer,2,25,343.0,686.0,1470.0
2023-10-15,7,5,12.0,9.5,65.0,2.5,0.0,18.0,3.0,70.0,1018.5,12.0,0,0,0,0,0,0,-3.5,0.5,0.18,1.12,0.15,0.10,0.90,90.0,86.4,27.0,39.6,0.18,0.15,0.12,0.16,0.14,0,5.0,30.0,0.60,1,80.0,Autumn,6,42,630.0,1260.0,2700.0
2023-10-15,8,5,12.0,9.5,65.0,2.5,0.0,18.0,3.0,70.0,1018.5,12.0,0,0,0,0,0,0,-3.5,0.5,0.18,1.12,0.15,0.10,0.90,72.0,69.1,21.6,31.7,0.16,0.13,0.10,0.14,0.12,0,5.0,30.0,0.60,1,64.0,Autumn,6,42,504.0,1008.0,2160.0
2023-12-20,9,6,-5.0,-10.2,80.0,0.0,15.3,35.0,1.0,95.0,1025.0,2.0,0,1,0,0,1,1,-8.5,0.0,0.92,0.75,0.88,0.80,0.60,52.0,49.9,15.6,22.9,0.82,0.85,0.80,0.88,0.83,1,1.0,60.0,0.95,1,69.0,Winter,2,51,364.0,728.0,1560.0
2023-12-20,10,6,-5.0,-10.2,80.0,0.0,15.3,35.0,1.0,95.0,1025.0,2.0,0,1,0,0,1,1,-8.5,0.0,0.92,0.75,0.88,0.80,0.60,38.0,36.5,11.4,16.7,0.80,0.83,0.78,0.86,0.81,1,1.0,60.0,0.95,1,51.0,Winter,2,51,266.0,532.0,1140.0
2023-04-10,1,7,20.0,18.5,55.0,3.0,0.0,10.0,7.0,30.0,1015.0,18.0,0,0,0,0,0,0,1.0,0.5,0.15,1.08,0.12,0.09,0.91,46.0,44.2,13.8,20.2,0.14,0.11,0.09,0.13,0.12,0,20.0,25.0,0.25,0,42.0,Spring,0,15,322.0,644.0,1380.0
2023-07-04,2,8,32.5,35.0,45.0,0.0,0.0,8.0,10.0,10.0,1005.5,25.0,0,0,0,0,0,0,7.0,0.0,0.45,1.20,0.40,0.30,0.82,28.0,26.9,8.4,12.3,0.40,0.38,0.35,0.42,0.39,1,0.0,1.0,0.98,1,23.0,Summer,1,27,196.0,392.0,840.0
2023-11-25,3,9,8.5,5.0,72.0,8.0,0.0,25.0,2.0,80.0,1012.0,8.0,0,0,0,0,0,0,-5.0,3.0,0.38,1.18,0.32,0.22,0.86,66.0,63.4,19.8,29.1,0.35,0.30,0.28,0.32,0.30,1,2.0,35.0,0.85,1,56.0,Autumn,5,48,462.0,924.0,1980.0
2023-08-15,4,10,30.0,33.2,68.0,12.5,0.0,18.0,9.0,55.0,1006.5,10.0,0,0,0,1,0,0,4.5,5.0,0.52,1.25,0.48,0.38,0.80,95.0,91.2,28.5,41.8,0.48,0.45,0.42,0.50,0.47,0,12.0,18.0,0.40,0,76.0,Summer,1,33,665.0,1330.0,2850.0
2023-06-15,1,54,30.2,32.5,78.0,12.5,0.0,15.2,7.5,65.0,1010.5,8.0,0,0,1,0,0,0,3.5,5.8,0.35,1.15,0.32,0.22,0.85,46.0,44.2,13.8,20.7,0.28,0.25,0.22,0.3,0.27,0,10.0,25.0,0.3,0,40.0,Summer,2,26,322.0,644.0
2023-06-15,2,54,25.8,27.0,65.0,2.0,0.0,10.5,5.2,40.0,1015.2,12.0,0,0,0,0,0,0,-1.0,-3.5,0.15,1.05,0.18,0.1,0.92,42.0,40.5,12.6,19.0,0.15,0.12,0.1,0.14,0.12,1,3.0,45.0,0.7,1,55.0,Winter,4,46,294.0,588.0
2023-06-15,1,55,35.0,38.5,40.0,0.0,0.0,18.0,9.0,15.0,1005.0,18.0,1,0,0,0,0,0,6.0,0.0,0.55,1.25,0.45,0.38,0.78,50.0,48.0,15.0,22.5,0.35,0.3,0.28,0.32,0.3,0,8.0,15.0,0.35,0,42.0,Summer,3,22,350.0,700.0
2023-06-15,2,55,12.5,10.0,55.0,0.0,0.0,8.0,3.0,30.0,1020.0,15.0,0,1,0,0,0,0,-3.5,0.0,0.22,1.08,0.2,0.12,0.9,43.0,41.5,12.9,19.4,0.18,0.15,0.12,0.16,0.14,1,5.0,30.0,0.6,1,52.0,Winter,5,49,301.0,602.0
2023-06-15,1,56,24.5,25.8,60.0,5.0,0.0,12.0,6.0,55.0,1012.0,10.0,0,0,0,0,0,0,0.5,1.2,0.2,1.08,0.22,0.15,0.88,43.0,41.5,12.9,19.4,0.2,0.18,0.15,0.18,0.17,0,12.0,20.0,0.25,0,38.0,Spring,1,12,301.0,602.0
2023-06-15,2,56,22.0,23.0,55.0,0.5,0.0,8.5,5.5,45.0,1015.0,12.0,0,0,0,0,0,0,-2.0,-1.5,0.12,1.02,0.15,0.08,0.92,40.8,39.5,12.2,18.4,0.15,0.12,0.1,0.13,0.11,0,20.0,10.0,0.15,0,36.0,Winter,6,2,286.0,571.0
2023-06-15,1,57,32.0,35.2,82.0,8.5,0.0,14.0,8.0,70.0,1008.0,7.0,0,0,1,0,0,0,4.0,3.5,0.4,1.18,0.35,0.28,0.82,47.2,45.5,14.2,21.2,0.3,0.28,0.25,0.28,0.26,0,6.0,18.0,0.4,0,42.0,Summer,4,28,330.0,660.0
2023-06-15,2,57,26.0,27.5,70.0,3.0,0.0,10.0,5.0,50.0,1013.0,10.0,0,0,0,0,0,0,-1.5,-2.0,0.18,1.06,0.2,0.12,0.9,42.4,41.0,12.7,19.1,0.18,0.14,0.12,0.15,0.13,1,2.0,40.0,0.75,1,50.0,Winter,0,45,297.0,594.0
2023-06-15,1,58,28.0,30.5,68.0,4.0,0.0,12.5,7.0,55.0,1010.0,9.0,0,0,0,0,0,0,1.5,0.8,0.25,1.1,0.25,0.18,0.87,44.0,42.5,13.2,19.8,0.22,0.2,0.17,0.2,0.19,0,14.0,22.0,0.22,0,39.0,Spring,2,15,308.0,616.0
2023-06-15,2,58,22.5,23.5,58.0,1.0,0.0,8.0,4.5,35.0,1016.0,14.0,0,0,0,0,0,0,-3.0,-2.5,0.12,1.03,0.15,0.08,0.92,41.2,39.8,12.4,18.5,0.14,0.11,0.09,0.12,0.1,0,22.0,8.0,0.12,0,35.0,Winter,1,50,288.0,577.0
2023-06-15,1,59,34.0,37.0,42.0,0.0,0.0,20.0,9.5,10.0,1004.0,20.0,1,0,0,0,0,0,7.0,0.0,0.5,1.22,0.4,0.35,0.78,48.8,47.0,14.6,22.0,0.32,0.28,0.25,0.3,0.28,0,9.0,16.0,0.32,0,41.0,Summer,5,24,342.0,683.0
2023-06-15,2,59,18.0,16.5,48.0,0.0,0.0,10.0,4.0,25.0,1018.0,16.0,0,0,0,0,0,0,-5.0,0.0,0.18,1.05,0.18,0.1,0.9,42.0,40.5,12.6,19.0,0.16,0.13,0.11,0.14,0.12,1,4.0,35.0,0.65,1,50.0,Winter,3,47,294.0,588.0
2023-06-15,1,60,28.5,31.0,85.0,20.0,0.0,10.0,6.0,80.0,1006.0,5.0,0,0,1,1,0,0,2.0,12.0,0.65,1.3,0.55,0.45,0.72,52.0,50.0,15.6,23.4,0.42,0.38,0.35,0.4,0.38,0,7.0,14.0,0.38,0,45.0,Monsoon,4,30,364.0,728.0
2023-06-15,2,60,26.0,27.8,72.0,5.0,0.0,8.0,5.0,60.0,1012.0,8.0,0,0,0,0,0,0,-0.5,0.5,0.2,1.06,0.22,0.12,0.88,42.4,41.0,12.7,19.1,0.18,0.15,0.12,0.16,0.14,0,18.0,12.0,0.18,0,37.0,Winter,6,5,297.0,594.0
2023-06-15,1,61,28.0,30.0,62.0,3.0,0.0,11.0,6.5,45.0,1012.0,11.0,0,0,0,0,0,0,2.0,0.5,0.22,1.08,0.22,0.15,0.88,43.2,41.8,13.0,19.5,0.2,0.18,0.15,0.18,0.16,0,11.0,19.0,0.28,0,38.0,Spring,3,14,302.0,605.0
2023-06-15,2,61,23.0,24.0,58.0,1.5,0.0,9.0,5.0,40.0,1015.0,12.0,0,0,0,0,0,0,-2.5,-1.0,0.14,1.04,0.16,0.09,0.91,41.6,40.2,12.5,18.7,0.16,0.13,0.1,0.13,0.12,1,1.0,42.0,0.8,1,52.0,Winter,0,44,291.0,582.0
2023-06-15,1,62,33.0,36.0,38.0,0.0,0.0,22.0,10.0,8.0,1003.0,22.0,1,0,0,0,0,0,8.0,0.0,0.52,1.2,0.42,0.38,0.76,48.0,46.2,14.4,21.6,0.35,0.3,0.28,0.32,0.3,0,15.0,10.0,0.2,0,40.0,Summer,1,20,336.0,672.0
